Drug_Name,Target_Name,Mol_Desc_1,Mol_Desc_2,Mol_Desc_3,Mol_Desc_4,Mol_Desc_5,Mol_Desc_6,Mol_Desc_7,Mol_Desc_8,Mol_Desc_9,Mol_Desc_10,Mol_Desc_11,Mol_Desc_12,Mol_Desc_13,Mol_Desc_14,Mol_Desc_15,Mol_Desc_16,Mol_Desc_17,Mol_Desc_18,Mol_Desc_19,Mol_Desc_20,Prot_Desc_1,Prot_Desc_2,Prot_Desc_3,Prot_Desc_4,Prot_Desc_5,Prot_Desc_6,Prot_Desc_7,Prot_Desc_8,Prot_Desc_9,Prot_Desc_10,Prot_Desc_11,Prot_Desc_12,Prot_Desc_13,Prot_Desc_14,Prot_Desc_15,Prot_Desc_16,Prot_Desc_17,Prot_Desc_18,Prot_Desc_19,Prot_Desc_20,Binding_Affinity,Interaction_Label
Atorvastatin,TNF,0.3379,0.4121,0.6442,0.3483,0.3279,0.5562,0.7106,0.8757,0.7721,0.3514,0.0897,0.5418,0.9934,0.101,0.0829,0.3458,0.9798,0.8433,0.7441,0.4917,0.7299,0.2942,0.3436,0.7863,0.5279,0.7938,0.1446,0.678,0.6935,0.1005,0.9328,0.2511,0.4965,0.4462,0.5562,0.768,0.663,0.4227,0.8516,0.5599,427.84,1
Hydroxychloroquine,CYP2D6,0.9982,0.7405,0.5643,0.8345,0.1273,0.3719,0.795,0.2827,0.5261,0.9376,0.5046,0.6994,0.4835,0.956,0.1267,0.2775,0.0862,0.1805,0.4549,0.9524,0.7464,0.4451,0.4169,0.3429,0.0125,0.1722,0.3834,0.5282,0.899,0.524,0.2409,0.1124,0.2698,0.2864,0.1749,0.1973,0.948,0.7951,0.1833,0.1555,73.18,1
Ibuprofen,SCN4A,0.8254,0.0747,0.0705,0.2701,0.9863,0.0815,0.6983,0.6865,0.3133,0.7593,0.3052,0.9212,0.9397,0.8739,0.4806,0.689,0.0844,0.1852,0.1786,0.8741,0.6981,0.2067,0.4795,0.4282,0.6149,0.8528,0.0945,0.9984,0.1865,0.4812,0.8309,0.2625,0.2994,0.8384,0.5555,0.7514,0.4204,0.3713,0.519,0.4909,656.51,0
Atorvastatin,CYP2D6,0.8839,0.0575,0.7304,0.0315,0.981,0.8444,0.705,0.5887,0.0528,0.6016,0.8568,0.7181,0.5748,0.0415,0.9703,0.7388,0.7058,0.1677,0.8783,0.0672,0.3634,0.9309,0.8792,0.2518,0.3658,0.1038,0.9736,0.7807,0.0788,0.0903,0.3136,0.9,0.4888,0.9825,0.2272,0.0958,0.8453,0.8338,0.158,0.6894,298.27,1
Atorvastatin,HMGCR,0.9371,0.1248,0.686,0.7807,0.8648,0.678,0.9517,0.3284,0.1046,0.4396,0.5438,0.2343,0.8685,0.0819,0.9076,0.7611,0.3659,0.8542,0.637,0.2519,0.2037,0.1198,0.8672,0.9362,0.0397,0.5596,0.9504,0.28,0.1464,0.4111,0.5907,0.0306,0.756,0.6967,0.6885,0.0482,0.2935,0.4812,0.4451,0.2987,838.93,0
Hydroxychloroquine,HMGCR,0.3409,0.4486,0.6401,0.8689,0.0908,0.6704,0.8993,0.2548,0.4236,0.4469,0.9207,0.0517,0.6023,0.4451,0.7972,0.0782,0.07,0.7704,0.2411,0.5762,0.2899,0.7197,0.4793,0.1081,0.9504,0.2923,0.7695,0.8972,0.5069,0.2542,0.2474,0.9664,0.0642,0.1777,0.6751,0.2341,0.6298,0.1041,0.5051,0.0254,206.47,1
Atorvastatin,TNF,0.2971,0.2113,0.2679,0.4923,0.8416,0.1937,0.8239,0.8038,0.4838,0.6526,0.7253,0.2855,0.6481,0.08,0.6782,0.0811,0.6471,0.9171,0.8977,0.0784,0.4983,0.8762,0.6895,0.3928,0.2267,0.5445,0.4458,0.6891,0.5512,0.8738,0.6396,0.0159,0.3796,0.753,0.6827,0.3019,0.6339,0.2372,0.6881,0.1178,931.58,0
Atorvastatin,SCN4A,0.2341,0.2869,0.9467,0.2849,0.6346,0.6636,0.0434,0.5105,0.3775,0.7203,0.4522,0.3969,0.9507,0.9534,0.5707,0.9043,0.6043,0.2371,0.9389,0.6457,0.4382,0.6524,0.3909,0.5136,0.1307,0.9895,0.4575,0.5796,0.5371,0.7485,0.8553,0.9274,0.2133,0.1335,0.8793,0.509,0.3047,0.4064,0.5592,0.8123,969.88,0
Hydroxychloroquine,KCNH2,0.8301,0.6479,0.3217,0.7721,0.1288,0.232,0.6689,0.6115,0.5665,0.4774,0.7431,0.0142,0.7621,0.0231,0.5842,0.7952,0.5598,0.5234,0.4217,0.6747,0.6854,0.7635,0.9253,0.3706,0.8584,0.8306,0.878,0.6027,0.8904,0.1304,0.2476,0.2143,0.3455,0.8261,0.9542,0.7202,0.9739,0.9418,0.1085,0.746,427.89,1
Hydroxychloroquine,SCN4A,0.6796,0.3585,0.1522,0.0089,0.2618,0.6875,0.455,0.9621,0.8141,0.7982,0.9681,0.946,0.1782,0.9421,0.6197,0.918,0.5229,0.3881,0.6047,0.3889,0.0901,0.6993,0.1246,0.7344,0.0564,0.0315,0.3395,0.2941,0.2272,0.1534,0.9399,0.1623,0.7634,0.7959,0.8998,0.6576,0.8088,0.2885,0.6986,0.6158,967.99,0
Metformin,CYP2D6,0.2362,0.5574,0.9872,0.924,0.6892,0.3335,0.6176,0.398,0.6771,0.5244,0.5629,0.5854,0.6581,0.647,0.2114,0.6922,0.5003,0.7675,0.839,0.131,0.9291,0.8819,0.237,0.8583,0.3297,0.8554,0.3109,0.7899,0.212,0.0681,0.2715,0.7293,0.9378,0.6289,0.5088,0.6661,0.9258,0.8379,0.7571,0.8158,873.76,0
Ibuprofen,HMGCR,0.377,0.4124,0.7462,0.8655,0.8034,0.1575,0.6863,0.8143,0.867,0.5148,0.3141,0.9451,0.3392,0.5457,0.0229,0.0579,0.6644,0.5583,0.689,0.0417,0.5891,0.7205,0.4518,0.2728,0.7155,0.8257,0.3068,0.5768,0.2657,0.0312,0.9149,0.5422,0.9756,0.3669,0.1264,0.8765,0.9232,0.3989,0.3494,0.3166,930.53,0
Ibuprofen,CYP2D6,0.5067,0.169,0.4148,0.5448,0.8481,0.9063,0.7147,0.6388,0.6158,0.6484,0.3718,0.3475,0.4066,0.6541,0.2423,0.6868,0.3314,0.8556,0.4191,0.3199,0.2199,0.6319,0.6975,0.8319,0.323,0.6653,0.0296,0.4451,0.3939,0.7291,0.8267,0.8565,0.5381,0.273,0.0751,0.7631,0.0581,0.3441,0.9446,0.8459,576.52,0
Atorvastatin,TNF,0.5281,0.074,0.9359,0.2776,0.5438,0.1047,0.8694,0.5935,0.105,0.7942,0.6203,0.7177,0.8687,0.1277,0.8004,0.9034,0.4703,0.7428,0.0567,0.5988,0.7341,0.2078,0.118,0.1114,0.4512,0.1499,0.5694,0.6747,0.2578,0.0607,0.0742,0.7175,0.672,0.9261,0.1991,0.1232,0.7167,0.255,0.9329,0.5431,403.05,1
Ibuprofen,HMGCR,0.8887,0.2362,0.0911,0.0328,0.5346,0.7618,0.91,0.0546,0.1499,0.597,0.9718,0.6418,0.8532,0.7499,0.0337,0.3319,0.375,0.4274,0.3836,0.5127,0.1499,0.984,0.1592,0.4076,0.0768,0.5906,0.5994,0.9697,0.655,0.0166,0.6402,0.6573,0.5891,0.7699,0.5982,0.7924,0.3692,0.4967,0.6413,0.9004,52.63,1
Atorvastatin,KCNH2,0.3806,0.0577,0.0877,0.9998,0.6842,0.1018,0.6068,0.9124,0.3905,0.9228,0.4721,0.2445,0.3533,0.2619,0.7642,0.1075,0.3663,0.3853,0.9874,0.5677,0.1586,0.5978,0.5306,0.8579,0.8751,0.6086,0.0785,0.9367,0.2584,0.4426,0.4217,0.6319,0.7707,0.0004,0.5857,0.7919,0.0982,0.1003,0.7821,0.5691,595.92,0
Metformin,HMGCR,0.9085,0.6186,0.6825,0.7621,0.7777,0.6847,0.8942,0.2286,0.2839,0.8766,0.709,0.2736,0.9075,0.7771,0.5671,0.0819,0.3807,0.8419,0.2558,0.4451,0.3908,0.7376,0.0052,0.9054,0.0024,0.0212,0.2321,0.4506,0.4301,0.826,0.5303,0.1708,0.3055,0.3905,0.8926,0.0163,0.7434,0.741,0.0284,0.132,368.03,1
Hydroxychloroquine,SCN4A,0.4414,0.7957,0.178,0.3387,0.1706,0.1104,0.7646,0.4732,0.6522,0.7699,0.1792,0.404,0.4738,0.8264,0.6089,0.1114,0.0116,0.83,0.5749,0.1596,0.463,0.7879,0.9535,0.5767,0.6278,0.2413,0.4422,0.0465,0.3481,0.604,0.4521,0.6507,0.7602,0.5352,0.8279,0.317,0.1854,0.5102,0.9731,0.9669,573.97,0
Hydroxychloroquine,SCN4A,0.7464,0.3397,0.9171,0.0193,0.7398,0.5088,0.2027,0.752,0.6258,0.4622,0.6204,0.1944,0.2853,0.4348,0.1354,0.0937,0.054,0.1096,0.1629,0.194,0.0883,0.8465,0.2319,0.0712,0.3449,0.3828,0.854,0.2577,0.5589,0.4317,0.2324,0.5734,0.037,0.3302,0.714,0.1841,0.1132,0.7617,0.0804,0.3654,317.25,1
Hydroxychloroquine,HMGCR,0.9303,0.3871,0.8404,0.6393,0.3417,0.188,0.0353,0.5223,0.4626,0.6128,0.7339,0.3296,0.0439,0.4557,0.5737,0.5899,0.442,0.0701,0.5043,0.8972,0.1322,0.9687,0.9169,0.063,0.0581,0.8352,0.9308,0.956,0.3916,0.2518,0.1357,0.4045,0.8686,0.4968,0.2994,0.3568,0.8472,0.8319,0.2077,0.5088,768.8,0
Ibuprofen,TNF,0.9076,0.8162,0.3064,0.9869,0.3838,0.8666,0.0099,0.0043,0.6436,0.5066,0.4233,0.5711,0.3099,0.2153,0.0573,0.2347,0.037,0.1775,0.69,0.6982,0.7853,0.4082,0.83,0.2994,0.6711,0.3063,0.5609,0.1556,0.5921,0.5504,0.2425,0.8737,0.6632,0.955,0.2431,0.3688,0.2394,0.1376,0.001,0.6725,723.74,0
Metformin,SCN4A,0.057,0.2226,0.8888,0.7071,0.0777,0.4015,0.5866,0.949,0.9112,0.0062,0.6363,0.2438,0.7665,0.5842,0.7955,0.0416,0.9365,0.309,0.7818,0.7154,0.7486,0.1624,0.5298,0.5244,0.5138,0.4857,0.1453,0.3334,0.8626,0.9974,0.0808,0.7352,0.2658,0.6861,0.244,0.3052,0.2988,0.7999,0.2051,0.5818,85.89,1
Ibuprofen,SCN4A,0.2057,0.1192,0.0429,0.0837,0.5884,0.0154,0.5216,0.0205,0.4917,0.6629,0.2271,0.2871,0.4806,0.0835,0.7758,0.9102,0.906,0.2416,0.6357,0.4502,0.7962,0.4257,0.5078,0.8557,0.9229,0.5151,0.5495,0.2176,0.2837,0.8082,0.6542,0.4361,0.9765,0.7003,0.4421,0.865,0.7596,0.7961,0.5469,0.5026,861.82,0
Ibuprofen,KCNH2,0.4769,0.5011,0.5486,0.4023,0.0934,0.6282,0.6964,0.0899,0.3473,0.9156,0.4594,0.8961,0.2154,0.2919,0.7155,0.682,0.4687,0.4441,0.0599,0.092,0.6349,0.6614,0.9657,0.5079,0.3011,0.4573,0.8716,0.943,0.7976,0.7791,0.4344,0.9273,0.8694,0.6888,0.1455,0.9563,0.9102,0.6972,0.5659,0.0277,483.83,1
Metformin,HMGCR,0.4316,0.6462,0.9356,0.1092,0.9131,0.4451,0.8428,0.2241,0.4762,0.5189,0.8256,0.4718,0.4769,0.167,0.0242,0.8784,0.2611,0.6886,0.5145,0.632,0.8203,0.1599,0.1519,0.3598,0.7723,0.1843,0.1128,0.9684,0.131,0.539,0.4854,0.2713,0.3127,0.6675,0.5789,0.2498,0.043,0.035,0.9628,0.2495,679.07,0
Metformin,SCN4A,0.6409,0.5997,0.8554,0.9122,0.621,0.8597,0.1644,0.599,0.1451,0.1705,0.1996,0.7084,0.909,0.8869,0.1551,0.4907,0.8075,0.1897,0.4324,0.754,0.5615,0.1375,0.0057,0.8998,0.0144,0.0721,0.328,0.0205,0.756,0.9108,0.5507,0.1399,0.1059,0.1007,0.9201,0.7858,0.8163,0.5114,0.7846,0.8216,587.48,0
Metformin,TNF,0.9447,0.7139,0.3561,0.3304,0.9903,0.4331,0.8564,0.9711,0.0974,0.4595,0.0891,0.2695,0.2928,0.7013,0.2097,0.8791,0.6983,0.2261,0.2359,0.5783,0.6342,0.7856,0.8807,0.6646,0.7603,0.1004,0.9761,0.2669,0.062,0.205,0.1546,0.3061,0.9976,0.7747,0.6353,0.9511,0.1754,0.3967,0.6313,0.7476,600.89,0
Metformin,CYP2D6,0.1124,0.0568,0.1829,0.7334,0.2457,0.4111,0.0981,0.9227,0.4105,0.003,0.6964,0.5959,0.6873,0.7519,0.5119,0.712,0.8611,0.9495,0.8487,0.9456,0.0136,0.5635,0.9651,0.9197,0.296,0.5252,0.1584,0.3119,0.2485,0.3937,0.7462,0.367,0.2676,0.1265,0.4636,0.0074,0.4193,0.6919,0.6674,0.4228,949.25,0
Hydroxychloroquine,HMGCR,0.4519,0.4282,0.2105,0.0847,0.6796,0.4541,0.8832,0.6513,0.9234,0.7399,0.3135,0.6834,0.1327,0.7911,0.8147,0.7479,0.8807,0.6155,0.5496,0.5062,0.8495,0.7492,0.048,0.4725,0.6503,0.0911,0.9441,0.3745,0.9923,0.89,0.274,0.6366,0.9026,0.691,0.8774,0.7992,0.6701,0.7715,0.8056,0.5024,530.02,0
Levobupivacaine,KCNH2,0.1924,0.2386,0.5145,0.1284,0.9644,0.8599,0.8505,0.7417,0.8629,0.6685,0.4881,0.3033,0.8733,0.1356,0.1727,0.3452,0.5725,0.3235,0.7162,0.4418,0.4722,0.4418,0.0038,0.3295,0.4512,0.5843,0.1613,0.2004,0.9814,0.128,0.0841,0.8618,0.9924,0.0578,0.6317,0.4093,0.8381,0.4851,0.9736,0.896,861.74,0
Levobupivacaine,SCN4A,0.8941,0.7591,0.5968,0.6795,0.2986,0.5868,0.697,0.7119,0.6783,0.6517,0.8918,0.4376,0.5088,0.8734,0.5127,0.3669,0.9176,0.1956,0.9197,0.9004,0.934,0.5968,0.1912,0.0143,0.4371,0.721,0.676,0.2162,0.1178,0.4601,0.0583,0.5941,0.9498,0.9907,0.8923,0.7203,0.9473,0.9768,0.3669,0.2482,190.55,1
Metformin,TNF,0.9646,0.8727,0.0328,0.8435,0.0963,0.6694,0.3,0.6869,0.7189,0.434,0.173,0.8428,0.2851,0.6503,0.8428,0.9375,0.6355,0.9596,0.1488,0.061,0.8281,0.9663,0.2331,0.955,0.8384,0.4339,0.5759,0.6116,0.1194,0.106,0.2102,0.2541,0.4358,0.9935,0.3128,0.9347,0.2842,0.8596,0.514,0.5698,918.12,0
Levobupivacaine,HMGCR,0.4787,0.2813,0.4136,0.2014,0.634,0.7204,0.0934,0.8124,0.8606,0.392,0.773,0.7038,0.8526,0.1992,0.3736,0.513,0.2233,0.9799,0.8032,0.2799,0.9623,0.9305,0.0309,0.8377,0.1332,0.0581,0.2795,0.2778,0.067,0.1304,0.5195,0.1075,0.9057,0.6456,0.2936,0.9464,0.4518,0.5365,0.7855,0.1887,304.01,1
Levobupivacaine,TNF,0.104,0.0952,0.8304,0.4183,0.3661,0.9375,0.7781,0.3399,0.9154,0.2727,0.5067,0.894,0.142,0.9353,0.4572,0.9767,0.2619,0.5291,0.5628,0.9604,0.7038,0.3879,0.2069,0.6909,0.6932,0.1529,0.7268,0.4006,0.435,0.4101,0.031,0.1843,0.6046,0.1702,0.0705,0.7418,0.9207,0.5233,0.6033,0.4157,963.37,0
Metformin,TNF,0.7853,0.2534,0.4443,0.6194,0.2731,0.8375,0.2179,0.2211,0.6594,0.9161,0.0466,0.1851,0.3528,0.4382,0.503,0.4365,0.3685,0.3395,0.3884,0.6036,0.8614,0.0231,0.685,0.0132,0.2411,0.2137,0.0185,0.2287,0.0804,0.1865,0.077,0.8777,0.8848,0.4556,0.0394,0.0698,0.3196,0.9171,0.5415,0.456,340.03,1
Levobupivacaine,KCNH2,0.6971,0.104,0.1692,0.7963,0.9936,0.9273,0.4409,0.3476,0.386,0.3688,0.1795,0.6731,0.1689,0.3593,0.6908,0.9074,0.8913,0.0325,0.8527,0.1267,0.425,0.2026,0.2373,0.8917,0.0667,0.0927,0.5407,0.7025,0.3937,0.9321,0.9473,0.6894,0.8568,0.3597,0.9454,0.3035,0.3442,0.7883,0.0767,0.4952,892.08,0
Ibuprofen,HMGCR,0.3547,0.3224,0.9549,0.6282,0.7541,0.3433,0.5309,0.0486,0.1475,0.5547,0.4955,0.0154,0.8714,0.2842,0.3248,0.1462,0.9893,0.999,0.0005,0.1011,0.923,0.9118,0.3103,0.8585,0.4205,0.0994,0.0558,0.0315,0.8532,0.702,0.6452,0.415,0.7913,0.0521,0.4623,0.4125,0.0874,0.2638,0.2719,0.8195,146.26,1
Atorvastatin,SCN4A,0.8874,0.5382,0.2663,0.0954,0.4854,0.2148,0.6854,0.967,0.0069,0.4573,0.2246,0.241,0.4379,0.6413,0.4306,0.2075,0.5256,0.9142,0.5938,0.8398,0.0729,0.9208,0.983,0.1784,0.3543,0.6692,0.5595,0.4619,0.8997,0.8988,0.6044,0.2329,0.2264,0.9211,0.6674,0.8803,0.0049,0.1217,0.3707,0.6334,206.77,1
Atorvastatin,KCNH2,0.9758,0.9737,0.7984,0.5428,0.05,0.2034,0.4874,0.7395,0.6479,0.6608,0.3554,0.0586,0.2937,0.4508,0.7476,0.6994,0.0608,0.6998,0.789,0.4961,0.9922,0.1863,0.8538,0.6393,0.1878,0.0013,0.6422,0.0529,0.6003,0.0879,0.7183,0.8527,0.9541,0.8243,0.9988,0.4069,0.6358,0.4626,0.5312,0.612,39.97,1
Metformin,SCN4A,0.5579,0.3994,0.1938,0.8846,0.1916,0.8578,0.6945,0.2134,0.3978,0.9817,0.6933,0.7569,0.8559,0.1731,0.4223,0.8702,0.0156,0.3297,0.6112,0.4845,0.066,0.6156,0.0973,0.2624,0.6799,0.7379,0.8318,0.0359,0.1141,0.7567,0.652,0.1002,0.8978,0.2795,0.2195,0.2032,0.204,0.3033,0.3128,0.422,236.19,1
Hydroxychloroquine,CYP2D6,0.5657,0.22,0.4232,0.868,0.2988,0.8306,0.814,0.2558,0.0797,0.5799,0.8476,0.5053,0.9036,0.7697,0.664,0.4957,0.8805,0.6703,0.6382,0.9817,0.9188,0.6701,0.7271,0.8526,0.4816,0.066,0.5045,0.197,0.717,0.9596,0.5303,0.2859,0.4737,0.3452,0.9317,0.9322,0.8561,0.2655,0.1302,0.8269,250.22,1
Metformin,TNF,0.2975,0.1668,0.4904,0.585,0.4872,0.6504,0.7131,0.9926,0.2787,0.4074,0.4408,0.5042,0.097,0.1583,0.2751,0.6562,0.2444,0.5217,0.8554,0.1718,0.5707,0.3512,0.6102,0.9309,0.8224,0.2007,0.1977,0.8713,0.2456,0.6264,0.9917,0.238,0.2258,0.5438,0.6784,0.6234,0.3331,0.5032,0.6787,0.5816,118.88,1
Hydroxychloroquine,CYP2D6,0.5845,0.173,0.5006,0.9957,0.4972,0.0629,0.2995,0.7681,0.4687,0.6063,0.5091,0.4063,0.602,0.3924,0.9124,0.5767,0.925,0.329,0.048,0.4363,0.658,0.4678,0.5133,0.6269,0.726,0.0149,0.1597,0.6133,0.7076,0.0818,0.1302,0.8245,0.5849,0.1351,0.2893,0.8249,0.905,0.2974,0.4525,0.003,643.99,0
Atorvastatin,TNF,0.4396,0.1926,0.5165,0.1051,0.0247,0.318,0.8943,0.4257,0.7836,0.034,0.5905,0.0572,0.5551,0.567,0.8034,0.2566,0.042,0.8313,0.0801,0.8195,0.4069,0.5187,0.7497,0.7545,0.0638,0.6834,0.7185,0.2638,0.0882,0.2949,0.0586,0.8719,0.5683,0.0052,0.2584,0.0293,0.3474,0.0788,0.5176,0.0556,814.76,0
Metformin,KCNH2,0.3022,0.7623,0.2249,0.4786,0.9434,0.7342,0.5506,0.2067,0.3148,0.9045,0.1698,0.7621,0.8337,0.0467,0.9157,0.8638,0.0575,0.7385,0.8551,0.9203,0.4759,0.8322,0.015,0.8134,0.3926,0.9783,0.9809,0.9553,0.8281,0.5296,0.1602,0.7746,0.3776,0.1512,0.588,0.6614,0.8869,0.2773,0.6377,0.299,367.35,1
Ibuprofen,SCN4A,0.0672,0.061,0.5159,0.7751,0.5428,0.2486,0.4654,0.0404,0.6562,0.1683,0.5975,0.7169,0.5048,0.7017,0.1237,0.8354,0.6484,0.9803,0.1749,0.3285,0.7107,0.3447,0.8744,0.7415,0.0778,0.6142,0.6175,0.7114,0.3719,0.1117,0.0418,0.6915,0.2361,0.4374,0.9985,0.4238,0.6945,0.5871,0.7305,0.185,127.86,1
Levobupivacaine,SCN4A,0.2527,0.9974,0.4817,0.141,0.0197,0.6241,0.575,0.6693,0.0432,0.5402,0.8091,0.7159,0.0922,0.0733,0.5216,0.3951,0.7189,0.6219,0.4477,0.8639,0.4851,0.5873,0.316,0.6044,0.3322,0.9352,0.9599,0.9371,0.3797,0.9929,0.0144,0.8265,0.221,0.4813,0.2997,0.4397,0.0147,0.8705,0.4105,0.8837,452.05,1
Hydroxychloroquine,KCNH2,0.1979,0.5227,0.2087,0.9727,0.7013,0.5427,0.4832,0.78,0.9624,0.3797,0.8951,0.9942,0.9725,0.0326,0.0963,0.016,0.2473,0.217,0.0368,0.214,0.352,0.1673,0.4685,0.5967,0.9031,0.1955,0.5695,0.5513,0.7852,0.9083,0.1637,0.4344,0.414,0.2449,0.6405,0.3296,0.8577,0.9332,0.2217,0.263,218.58,1
Levobupivacaine,HMGCR,0.542,0.5443,0.9882,0.354,0.0714,0.2627,0.7551,0.1077,0.9717,0.8507,0.1911,0.8383,0.5475,0.4369,0.0253,0.2378,0.7349,0.1643,0.1717,0.0279,0.4946,0.1725,0.5308,0.7645,0.4029,0.1671,0.8437,0.5445,0.0304,0.7951,0.5721,0.5436,0.5296,0.9006,0.81,0.8066,0.8049,0.0755,0.5361,0.3889,379.35,1
Levobupivacaine,CYP2D6,0.6017,0.3576,0.8656,0.3501,0.7212,0.9343,0.4207,0.0024,0.5283,0.9628,0.8566,0.2669,0.636,0.4687,0.8478,0.0086,0.1992,0.64,0.1718,0.0968,0.4154,0.9992,0.7473,0.1687,0.6665,0.4204,0.0192,0.2322,0.8197,0.3797,0.8898,0.4979,0.238,0.4493,0.827,0.5236,0.6139,0.7627,0.0781,0.8883,266.18,1
Metformin,CYP2D6,0.6086,0.6903,0.8876,0.2132,0.7015,0.2567,0.7767,0.3574,0.6576,0.0621,0.8756,0.1456,0.052,0.3233,0.2813,0.9735,0.2144,0.1025,0.8152,0.3336,0.2596,0.7542,0.6655,0.8333,0.5601,0.3264,0.5463,0.7294,0.6568,0.8379,0.4934,0.5253,0.6023,0.9826,0.1443,0.2926,0.7348,0.5249,0.0899,0.7539,463.4,1
Levobupivacaine,SCN4A,0.3882,0.4715,0.6856,0.288,0.9849,0.8948,0.7602,0.6674,0.7646,0.2068,0.7629,0.4497,0.8011,0.4038,0.6549,0.8056,0.3339,0.316,0.4606,0.282,0.9285,0.8672,0.8876,0.3892,0.1339,0.8617,0.8751,0.2932,0.5691,0.5739,0.6663,0.4049,0.3663,0.9991,0.7974,0.1711,0.4107,0.0496,0.3064,0.6174,271.95,1
Ibuprofen,SCN4A,0.4212,0.3291,0.1599,0.5776,0.342,0.5409,0.2769,0.9238,0.9704,0.8493,0.8191,0.8329,0.9039,0.083,0.6364,0.7858,0.0019,0.875,0.8002,0.4809,0.2671,0.9669,0.3954,0.6132,0.7584,0.9816,0.5154,0.6459,0.2467,0.2363,0.1799,0.5804,0.914,0.7086,0.8264,0.9902,0.3733,0.1397,0.0715,0.2555,292.13,1
Levobupivacaine,SCN4A,0.8342,0.2651,0.5681,0.4294,0.1443,0.0918,0.0959,0.8795,0.5446,0.4541,0.4436,0.1583,0.2899,0.6213,0.8778,0.8135,0.3643,0.9761,0.2695,0.7538,0.5399,0.7366,0.823,0.012,0.1937,0.0384,0.3028,0.5485,0.0193,0.4707,0.5696,0.5458,0.1256,0.6158,0.6673,0.8365,0.38,0.5124,0.8823,0.126,25.23,1
Metformin,KCNH2,0.4762,0.9257,0.8214,0.1934,0.0919,0.8336,0.851,0.6885,0.7554,0.6325,0.9713,0.7759,0.2874,0.7474,0.4333,0.367,0.6258,0.4676,0.7218,0.5036,0.3081,0.0646,0.6732,0.9601,0.1365,0.1221,0.971,0.0945,0.2304,0.872,0.4719,0.1098,0.225,0.3921,0.7353,0.254,0.2354,0.5459,0.6595,0.9078,838.9,0
Ibuprofen,HMGCR,0.9878,0.291,0.0387,0.8091,0.0717,0.7914,0.1689,0.8141,0.1924,0.3711,0.7178,0.9394,0.2038,0.2102,0.9828,0.091,0.9943,0.017,0.4866,0.6673,0.1014,0.3041,0.3092,0.5751,0.803,0.5332,0.6091,0.0081,0.9448,0.5674,0.7322,0.2152,0.2858,0.0166,0.2683,0.5615,0.0962,0.8545,0.383,0.8381,282.36,1
Atorvastatin,CYP2D6,0.4396,0.4364,0.4958,0.0622,0.8103,0.831,0.0312,0.3559,0.154,0.5343,0.2575,0.1386,0.5452,0.1795,0.3898,0.6308,0.4423,0.8287,0.4636,0.2518,0.6837,0.8078,0.5055,0.8466,0.4017,0.359,0.2147,0.3852,0.6277,0.4093,0.5173,0.4755,0.2871,0.977,0.4207,0.9488,0.6955,0.5427,0.5618,0.8087,703.93,0
Levobupivacaine,TNF,0.6496,0.3503,0.3961,0.8347,0.7185,0.6381,0.4023,0.2451,0.7125,0.2669,0.0295,0.6831,0.0214,0.036,0.9373,0.6592,0.1394,0.3966,0.7416,0.3621,0.7827,0.3873,0.9211,0.3307,0.4869,0.2723,0.7791,0.8878,0.3,0.8833,0.279,0.2773,0.8928,0.636,0.9874,0.8529,0.2688,0.9197,0.4141,0.5198,383.57,1
Metformin,KCNH2,0.0504,0.0862,0.2121,0.2749,0.9759,0.7116,0.2541,0.1242,0.9239,0.5901,0.1755,0.2149,0.128,0.4699,0.994,0.4875,0.9076,0.051,0.3511,0.5609,0.6307,0.1449,0.9962,0.8893,0.8374,0.4925,0.9706,0.9115,0.3798,0.3052,0.8038,0.4356,0.0417,0.6289,0.1045,0.7474,0.0688,0.5952,0.4868,0.481,249.97,1
Atorvastatin,CYP2D6,0.6533,0.1859,0.3783,0.4959,0.3092,0.9071,0.2204,0.1816,0.5676,0.433,0.7458,0.9957,0.6119,0.691,0.0355,0.9931,0.6669,0.196,0.2663,0.828,0.7751,0.689,0.2566,0.747,0.1877,0.9779,0.1045,0.5245,0.2778,0.3965,0.5074,0.2502,0.5444,0.1148,0.9619,0.9143,0.9656,0.6761,0.1297,0.119,655.45,0
Atorvastatin,HMGCR,0.8514,0.1895,0.9835,0.3811,0.8031,0.1277,0.1723,0.9629,0.5345,0.6814,0.8621,0.8914,0.4851,0.7173,0.4825,0.4972,0.5898,0.2136,0.5203,0.791,0.3617,0.5025,0.2837,0.918,0.3105,0.9096,0.7944,0.3113,0.9529,0.4487,0.8749,0.3001,0.8215,0.9535,0.8817,0.9815,0.3169,0.518,0.5594,0.0288,176.96,1
Hydroxychloroquine,KCNH2,0.9425,0.6936,0.7232,0.5706,0.093,0.083,0.7492,0.93,0.5711,0.6081,0.0875,0.3714,0.7448,0.0328,0.2212,0.3973,0.0868,0.2471,0.6655,0.2653,0.0752,0.0131,0.2097,0.6575,0.7029,0.4893,0.3835,0.0747,0.2486,0.2818,0.689,0.3892,0.8727,0.0739,0.727,0.9692,0.2086,0.3816,0.4281,0.4964,937.04,0
